performance_id,date,accumulated_sales,daily_sales,booking_rate,price_avg,ad_exposure,sns_mention_daily,promo_event_flag
1002,2025-07-03,56,1,1.72,86288,286626,5,False
1002,2025-07-03,53,2,3.45,89704,408744,98,False
1002,2025-07-08,48,0,0.0,90539,356689,81,False
1002,2025-06-23,23,0,0.0,101107,423557,12,False
1002,2025-06-27,46,0,0.0,96867,134701,100,True
1002,2025-07-04,40,2,3.45,90781,427304,66,False
1002,2025-07-10,11,1,1.72,100986,489159,24,False
1002,2025-07-07,58,1,1.72,93358,133742,37,False
1002,2025-07-11,4,1,1.72,95021,468676,59,True
1002,2025-07-02,27,0,0.0,104447,225991,44,False
1002,2025-07-15,28,0,0.0,101275,232663,39,False
1002,2025-07-06,26,0,0.0,90668,486309,87,False
1002,2025-07-14,39,0,0.0,88582,205228,44,False
1002,2025-07-02,41,2,3.45,98884,153947,6,False
1002,2025-07-05,44,1,1.72,94443,285374,22,True
1002,2025-07-15,31,2,3.45,89938,142534,30,True
1002,2025-06-30,1,1,1.72,99981,191659,38,False
1002,2025-07-15,12,1,1.72,91798,228232,16,True
1002,2025-06-27,33,0,0.0,100422,302053,82,False
1002,2025-07-10,9,0,0.0,103906,423390,27,False
1002,2025-06-25,29,0,0.0,87539,303667,95,False
1002,2025-06-21,3,0,0.0,88754,485941,16,False
1002,2025-07-07,0,1,1.72,97399,476826,81,False
1002,2025-06-23,46,0,0.0,94072,449410,51,False
1003,2025-05-17,2,0,0.0,30868,324695,91,False
1003,2025-06-08,4,0,0.0,30875,462130,56,False
1003,2025-05-21,10,0,0.0,27238,346693,14,False
1003,2025-06-12,2,1,7.69,30330,444855,11,False
1003,2025-05-16,11,1,7.69,28495,383707,45,False
1003,2025-05-25,12,0,0.0,26294,445114,45,False
1003,2025-06-11,6,0,0.0,29927,338260,23,False
1003,2025-05-21,2,1,7.69,29926,430904,93,True
1003,2025-06-02,0,1,7.69,29299,134531,8,False
1003,2025-06-05,8,1,7.69,25788,367253,1,False
1003,2025-06-13,10,1,7.69,27997,202471,20,True
1003,2025-06-13,1,1,7.69,30933,468805,31,False
1003,2025-06-08,8,0,0.0,30808,392231,10,False
1003,2025-05-14,7,0,0.0,26793,487960,45,True
1003,2025-05-27,5,1,7.69,26614,397632,73,False
1003,2025-06-14,1,1,7.69,25835,368512,32,False
1003,2025-05-23,13,0,0.0,30084,156985,21,False
1003,2025-06-20,5,0,0.0,26560,438041,14,False
1003,2025-06-18,6,1,7.69,26016,433770,60,False
1003,2025-05-25,5,0,0.0,30715,492550,94,False
1003,2025-06-08,1,1,7.69,30347,359931,61,False
1003,2025-06-08,10,0,0.0,25878,277235,79,False
1003,2025-05-21,9,1,7.69,27981,198818,40,False
1003,2025-06-11,13,0,0.0,29521,172715,86,False
1003,2025-05-12,8,0,0.0,28904,262962,54,False
1003,2025-05-24,12,1,7.69,30351,364500,54,True
1003,2025-05-30,11,1,7.69,25543,378226,21,False
1003,2025-06-01,7,0,0.0,28213,441705,34,False
1003,2025-05-21,5,0,0.0,26576,474484,30,False
1003,2025-06-06,7,1,7.69,28978,388107,19,False
1004,2025-07-05,736,2,0.23,166268,257795,93,False
1004,2025-07-04,525,13,1.48,157968,389060,68,True
1004,2025-07-06,552,14,1.59,160499,397190,88,False
1004,2025-07-19,742,5,0.57,162365,161272,27,False
1004,2025-06-26,228,4,0.46,152062,252999,75,True
1004,2025-06-21,300,6,0.68,156114,480298,9,True
1004,2025-07-13,269,9,1.02,155956,438763,93,True
1004,2025-07-08,132,3,0.34,160340,471000,63,False
1004,2025-06-19,283,8,0.91,160896,282958,100,False
1004,2025-07-19,304,0,0.0,164043,441815,27,False
1004,2025-06-21,619,19,2.16,150314,443681,72,False
1004,2025-06-19,19,1,0.11,143053,270102,34,False
1004,2025-07-02,756,26,2.96,151777,240272,50,True
1004,2025-06-19,489,17,1.93,172228,345546,97,False
1004,2025-06-21,796,24,2.73,160095,418647,42,False
1004,2025-06-23,427,5,0.57,146214,385055,44,True
1004,2025-06-24,745,22,2.5,146931,223008,7,False
1004,2025-06-27,357,4,0.46,172173,346958,33,False
1004,2025-07-06,118,1,0.11,153609,357437,81,False
1004,2025-07-06,647,14,1.59,159796,412282,71,False
1004,2025-07-13,800,0,0.0,148610,409199,13,False
1004,2025-07-09,68,0,0.0,145173,136059,65,False
1004,2025-07-16,574,8,0.91,169119,318200,47,False
1004,2025-06-29,756,12,1.37,150911,476188,3,False
1004,2025-06-20,453,1,0.11,165836,461448,22,False
1004,2025-06-30,330,0,0.0,145602,338389,70,True
1004,2025-07-05,654,0,0.0,153362,334182,14,False
1004,2025-06-25,827,28,3.19,155954,239999,34,False
1004,2025-07-08,266,2,0.23,147122,387681,45,False
1004,2025-07-02,84,1,0.11,171798,340069,27,True
1005,2025-06-02,50,2,1.42,38166,345900,85,False
1005,2025-06-01,77,0,0.0,41580,157716,51,False
1005,2025-05-19,34,1,0.71,41523,470321,1,False
1005,2025-05-12,131,1,0.71,37554,330662,94,False
1005,2025-06-10,38,0,0.0,38064,380887,41,False
1005,2025-06-24,35,1,0.71,43113,338976,43,True
1005,2025-06-13,105,2,1.42,36585,296501,20,False
1005,2025-05-22,136,1,0.71,38287,181929,87,False
1005,2025-06-20,124,1,0.71,43877,219503,48,False
1005,2025-06-12,36,1,0.71,42511,238299,38,False
1005,2025-05-22,68,2,1.42,38475,117633,32,False
1005,2025-06-19,36,2,1.42,38435,140390,31,False
1005,2025-06-24,77,0,0.0,41394,369565,24,False
1005,2025-05-30,34,2,1.42,42212,194018,41,False
1005,2025-05-13,23,1,0.71,43216,400611,89,False
1005,2025-06-22,31,2,1.42,42842,112323,100,False
1005,2025-06-26,130,0,0.0,39191,334565,40,False
1005,2025-06-20,12,0,0.0,43323,301659,4,True
1005,2025-06-19,7,1,0.71,41381,435938,43,False
1005,2025-06-21,2,1,0.71,42004,351051,1,False
1005,2025-05-28,34,1,0.71,40191,415507,7,False
1005,2025-05-30,35,0,0.0,37988,372670,46,False
1005,2025-06-19,105,0,0.0,43241,168619,16,False
1005,2025-07-01,135,3,2.13,40422,443581,22,False
1005,2025-05-23,103,4,2.84,42554,293783,64,False
1005,2025-06-23,83,1,0.71,38652,358503,31,True
1005,2025-06-29,15,1,0.71,42918,119169,13,True
1005,2025-05-22,113,4,2.84,39490,135585,90,False
1005,2025-06-01,74,2,1.42,39789,353334,25,False
1005,2025-06-12,54,1,0.71,44034,165450,14,False
1006,2025-07-11,81,1,0.79,34861,498872,65,True
1006,2025-07-26,53,0,0.0,34524,105901,64,False
1006,2025-07-16,53,1,0.79,29762,111138,98,False
1006,2025-06-16,24,0,0.0,30989,345127,20,True
1006,2025-07-21,24,0,0.0,34781,491099,11,False
1006,2025-07-23,95,3,2.38,30634,264685,19,False
1006,2025-07-16,59,2,1.59,32729,448413,1,False
1006,2025-07-12,82,2,1.59,29040,142913,9,False
1006,2025-06-22,125,2,1.59,33451,482007,78,False
1006,2025-07-19,82,0,0.0,29555,302056,27,False
1006,2025-07-09,114,3,2.38,32584,146851,39,False
1006,2025-07-04,102,3,2.38,30599,460867,37,False
1006,2025-06-28,62,0,0.0,34294,433373,98,False
1006,2025-07-16,91,4,3.17,31114,431396,54,False
1006,2025-07-04,90,4,3.17,28771,304366,20,False
1006,2025-06-18,57,2,1.59,32590,160428,84,False
1006,2025-06-10,108,4,3.17,29915,278148,44,True
1006,2025-06-07,80,2,1.59,30342,235870,20,False
1006,2025-06-20,54,0,0.0,31758,204131,33,False
1006,2025-06-11,123,1,0.79,31680,245128,92,False
1006,2025-07-26,37,1,0.79,33647,479504,63,False
1006,2025-06-18,8,0,0.0,33030,103631,28,False
1006,2025-06-13,113,1,0.79,30260,282503,20,False
1006,2025-06-19,118,1,0.79,31109,319861,71,False
1006,2025-06-25,16,1,0.79,31518,156492,82,True
1006,2025-07-09,43,0,0.0,31471,301548,71,True
1006,2025-06-06,42,0,0.0,29108,485431,98,True
1006,2025-07-01,4,1,0.79,33345,241214,99,False
1006,2025-06-06,14,0,0.0,32860,164027,50,False
1006,2025-07-09,4,0,0.0,32853,488447,7,False
1007,2025-06-08,20,1,0.87,35951,379297,12,False
1007,2025-06-09,94,3,2.61,34930,247977,14,True
1007,2025-06-10,17,0,0.0,34468,170119,58,False
1007,2025-06-10,88,1,0.87,40829,495677,83,True
1007,2025-06-10,31,2,1.74,40408,352791,20,False
1007,2025-06-07,31,1,0.87,40216,438416,11,False
1007,2025-06-09,17,0,0.0,39419,487732,7,False
1007,2025-06-10,109,3,2.61,34159,158005,88,False
1007,2025-06-10,28,0,0.0,34991,164028,84,False
1007,2025-06-10,26,1,0.87,35356,277558,87,False
1007,2025-06-07,21,0,0.0,39442,166912,55,False
1007,2025-06-07,18,0,0.0,38922,236998,24,False
1007,2025-06-08,110,1,0.87,37941,155147,4,False
1007,2025-06-09,3,1,0.87,35210,339423,97,False
1007,2025-06-08,9,0,0.0,39254,180102,90,False
1007,2025-06-09,40,0,0.0,37796,208777,89,False
1007,2025-06-07,11,0,0.0,33838,245016,33,False
1007,2025-06-10,19,0,0.0,39428,320894,69,False
1007,2025-06-08,100,1,0.87,36518,109596,3,False
1007,2025-06-10,23,1,0.87,38203,298436,84,True
1007,2025-06-08,102,4,3.48,33973,164429,3,False
1007,2025-06-07,44,0,0.0,38167,168099,92,False
1007,2025-06-07,87,0,0.0,38105,457430,3,True
1007,2025-06-07,23,1,0.87,38251,294718,59,False
1007,2025-06-08,48,2,1.74,34333,440373,23,False
1007,2025-06-09,29,1,0.87,39063,275006,99,False
1007,2025-06-08,47,0,0.0,34861,390998,54,False
1007,2025-06-09,62,3,2.61,34224,389530,46,False
1007,2025-06-08,44,0,0.0,36915,396195,19,False
1007,2025-06-08,90,3,2.61,36634,103471,68,False
1008,2025-06-18,23,0,0.0,574,232503,29,True
1008,2025-06-11,6,0,0.0,502,173997,9,False
1008,2025-06-21,53,2,2.78,520,411877,43,False
1008,2025-07-08,55,2,2.78,479,380825,56,False
1008,2025-06-14,49,0,0.0,554,327966,14,True
1008,2025-06-25,19,1,1.39,532,335718,20,True
1008,2025-06-27,13,0,0.0,525,351924,81,True
1008,2025-07-13,36,0,0.0,522,450040,84,False
1008,2025-07-04,60,0,0.0,475,260372,67,False
1008,2025-06-13,70,1,1.39,532,424176,23,True
1008,2025-07-07,27,1,1.39,530,417862,85,False
1008,2025-07-15,69,1,1.39,521,431328,73,False
1008,2025-06-28,1,1,1.39,562,430817,73,False
1008,2025-06-29,50,0,0.0,552,358635,87,False
1008,2025-06-18,37,2,2.78,521,429407,62,False
1008,2025-06-13,31,2,2.78,565,305977,67,False
1008,2025-07-14,14,1,1.39,486,458478,85,False
1008,2025-06-14,13,0,0.0,572,106823,57,False
1008,2025-07-04,62,1,1.39,480,375709,2,False
1008,2025-06-12,41,2,2.78,484,279635,22,False
1008,2025-07-17,49,2,2.78,554,326058,11,False
1008,2025-07-17,23,1,1.39,556,438083,100,False
1008,2025-07-13,54,0,0.0,515,319055,81,False
1008,2025-06-09,69,3,4.17,490,399855,2,False
1008,2025-07-02,26,1,1.39,491,499845,32,False
1008,2025-07-14,7,0,0.0,550,379215,100,False
1008,2025-06-14,69,1,1.39,482,495807,8,False
1008,2025-07-19,45,2,2.78,575,256222,20,False
1008,2025-07-09,33,1,1.39,576,126170,26,False
1008,2025-06-28,2,0,0.0,476,454195,33,False
1009,2025-05-24,691,1,0.11,5011,244302,81,False
1009,2025-06-23,278,5,0.57,5415,286987,10,False
1009,2025-06-16,858,2,0.23,4684,258588,15,True
1009,2025-06-17,482,7,0.8,4656,223950,38,False
1009,2025-05-28,659,0,0.0,5517,321823,62,False
1009,2025-06-26,441,8,0.91,4874,212782,62,True
1009,2025-05-25,312,4,0.46,5074,410925,99,False
1009,2025-06-07,550,8,0.91,5467,391660,78,False
1009,2025-07-02,736,5,0.57,5345,167990,58,True
1009,2025-05-30,557,5,0.57,4886,186516,71,True
1009,2025-05-21,658,13,1.48,5147,339472,24,False
1009,2025-07-05,269,9,1.03,5651,153909,47,False
1009,2025-07-02,621,18,2.05,5506,367219,44,False
1009,2025-07-02,62,0,0.0,4967,310294,18,False
1009,2025-05-28,397,7,0.8,5379,310748,35,True
1009,2025-06-09,285,8,0.91,4664,177175,51,False
1009,2025-06-12,202,4,0.46,4959,192493,93,False
1009,2025-06-22,67,3,0.34,5533,443912,85,False
1009,2025-06-10,126,4,0.46,5518,151631,29,False
1009,2025-05-22,778,13,1.48,5536,458142,20,True
1009,2025-05-31,275,4,0.46,5271,378432,72,False
1009,2025-06-16,323,2,0.23,5509,412023,95,False
1009,2025-06-18,300,6,0.68,5097,323563,53,False
1009,2025-06-14,558,14,1.6,5274,388793,51,False
1009,2025-06-09,231,4,0.46,5304,196019,28,False
1009,2025-06-16,822,6,0.68,4788,330147,21,False
1009,2025-06-14,578,11,1.25,5634,379713,90,False
1009,2025-06-21,768,7,0.8,5307,140197,85,False
1009,2025-06-09,572,11,1.25,5276,235450,7,False
1009,2025-06-23,361,0,0.0,5117,404748,98,False
1010,2025-07-03,20,0,0.0,46423,411478,40,True
1010,2025-07-16,10,1,1.89,47398,183276,45,False
1010,2025-07-13,39,2,3.77,42378,178279,60,False
1010,2025-07-20,11,0,0.0,41501,357324,89,False
1010,2025-07-24,4,1,1.89,46277,223053,86,False
1010,2025-07-17,46,2,3.77,39181,167411,81,False
1010,2025-07-13,3,1,1.89,45737,387139,81,True
1010,2025-07-06,46,0,0.0,39444,255378,14,False
1010,2025-07-17,1,0,0.0,44406,477033,65,False
1010,2025-07-14,12,1,1.89,43164,432338,72,False
1010,2025-07-17,27,0,0.0,45078,422202,1,False
1010,2025-07-08,2,1,1.89,47385,384929,80,False
1010,2025-07-11,11,0,0.0,42704,279510,44,False
1010,2025-07-20,36,0,0.0,45803,219006,24,False
1010,2025-07-01,37,0,0.0,44807,483395,98,True
1010,2025-07-07,8,0,0.0,46267,424637,59,False
1010,2025-07-21,31,2,3.77,42715,283467,78,False
1010,2025-07-21,22,1,1.89,46508,437913,56,True
1010,2025-07-17,32,2,3.77,43246,168803,36,False
1010,2025-07-10,0,0,0.0,40164,345404,73,False
1010,2025-07-11,27,0,0.0,41770,343166,90,False
1010,2025-07-22,48,0,0.0,44674,384996,7,False
1010,2025-07-09,51,1,1.89,42749,279587,49,False
1010,2025-07-09,23,0,0.0,43421,301260,3,True
1010,2025-07-24,45,1,1.89,46818,476794,50,True
1010,2025-07-05,14,0,0.0,41327,352388,36,False
1010,2025-07-17,36,2,3.77,46497,261475,17,False
1010,2025-07-09,48,0,0.0,41320,426062,16,False
1010,2025-07-17,47,1,1.89,43503,496452,48,False
1010,2025-07-24,44,1,1.89,40962,307190,50,False
1011,2025-07-07,2809,18,0.48,36457,250023,27,False
1011,2025-07-05,2660,35,0.93,41929,306846,63,False
1011,2025-07-18,1889,10,0.27,37637,496846,11,True
1011,2025-07-24,2442,4,0.11,41055,146099,40,False
1011,2025-07-22,3595,69,1.83,36050,225074,25,False
1011,2025-06-24,1771,51,1.35,41593,440662,99,False
1011,2025-07-19,3488,61,1.62,40804,383022,26,False
1011,2025-07-17,2808,80,2.12,41608,213613,90,False
1011,2025-06-24,1970,46,1.22,40825,283043,6,False
1011,2025-07-17,3119,72,1.91,35357,370160,80,False
1011,2025-06-14,839,18,0.48,37315,383970,58,True
1011,2025-07-12,942,30,0.8,40588,199441,95,False
1011,2025-06-07,1749,42,1.11,41659,119337,41,False
1011,2025-07-24,276,1,0.03,37482,181442,55,False
1011,2025-06-04,3374,34,0.9,42634,372647,25,False
1011,2025-07-01,3398,29,0.77,35007,428768,35,False
1011,2025-06-27,2048,14,0.37,36004,142727,7,False
1011,2025-07-08,3199,72,1.91,40837,456898,65,True
1011,2025-06-16,3606,8,0.21,40504,362093,3,False
1011,2025-07-20,1381,10,0.27,37601,255394,13,False
1011,2025-07-07,3756,95,2.52,35457,259292,82,False
1011,2025-06-14,1551,1,0.03,35492,159766,33,False
1011,2025-07-09,3727,101,2.68,35286,211041,89,False
1011,2025-07-24,2158,30,0.8,36698,361570,7,False
1011,2025-06-20,631,22,0.58,41923,463228,52,False
1011,2025-07-08,2960,29,0.77,42488,222258,52,False
1011,2025-06-21,1304,21,0.56,36353,378710,22,False
1011,2025-07-13,3145,9,0.24,41266,494805,51,False
1011,2025-06-25,3085,49,1.3,40433,207507,52,False
1011,2025-06-27,1045,29,0.77,38930,330604,58,False
1012,2025-07-04,140,2,0.71,13166,279767,75,False
1012,2025-06-28,185,6,2.14,12153,424512,59,False
1012,2025-07-17,119,1,0.36,11290,447860,20,False
1012,2025-06-30,100,0,0.0,11629,460970,16,False
1012,2025-07-04,280,8,2.86,11208,467570,82,False
1012,2025-06-27,100,3,1.07,13059,166914,46,True
1012,2025-06-28,255,2,0.71,11852,400486,12,False
1012,2025-07-01,99,1,0.36,11468,120808,37,False
1012,2025-07-17,99,4,1.43,12787,314764,33,False
1012,2025-07-15,263,6,2.14,11258,254626,27,False
1012,2025-07-12,148,3,1.07,12687,416480,99,True
1012,2025-07-04,234,2,0.71,12575,388816,53,False
1012,2025-07-18,43,2,0.71,12985,293069,12,False
1012,2025-07-08,279,1,0.36,10999,394025,34,False
1012,2025-07-03,110,0,0.0,13157,416275,23,False
1012,2025-07-09,227,5,1.79,12807,464662,27,False
1012,2025-07-10,103,3,1.07,13327,366010,52,True
1012,2025-06-24,174,5,1.79,11847,443173,6,True
1012,2025-06-22,152,0,0.0,12750,414099,56,False
1012,2025-06-21,15,1,0.36,11681,281196,6,False
1012,2025-07-15,159,2,0.71,12971,389750,88,False
1012,2025-07-14,44,1,0.36,11322,276743,66,False
1012,2025-06-27,156,1,0.36,12420,152428,78,True
1012,2025-06-17,217,3,1.07,13283,198934,4,False
1012,2025-07-05,142,3,1.07,12842,208048,58,False
1012,2025-06-25,198,1,0.36,13132,213688,9,False
1012,2025-07-13,266,4,1.43,12235,309987,94,False
1012,2025-06-20,48,2,0.71,13185,123989,59,False
1012,2025-07-04,158,0,0.0,12631,242105,4,False
1012,2025-07-01,247,5,1.79,11963,258117,26,False
1013,2025-08-01,27,1,2.22,169615,212911,67,False
1013,2025-07-21,25,1,2.22,157468,187178,100,False
1013,2025-08-15,18,0,0.0,142047,223765,81,False
1013,2025-07-05,3,1,2.22,164396,365786,97,False
1013,2025-07-06,42,0,0.0,169375,150081,7,False
1013,2025-08-07,7,1,2.22,162089,211086,93,False
1013,2025-07-22,38,0,0.0,144830,193783,85,False
1013,2025-07-18,43,0,0.0,165726,239227,27,False
1013,2025-07-14,42,0,0.0,146675,163227,65,False
1013,2025-07-10,26,1,2.22,153093,333820,66,False
1013,2025-08-15,44,1,2.22,167775,140695,26,False
1013,2025-07-13,0,1,2.22,155703,185744,66,False
1013,2025-07-31,29,0,0.0,141569,226310,90,False
1013,2025-07-30,16,1,2.22,170604,498172,83,False
1013,2025-07-03,17,1,2.22,166094,163232,57,False
1013,2025-07-30,19,1,2.22,140631,218474,40,True
1013,2025-07-06,0,0,0.0,144379,134540,40,False
1013,2025-07-29,4,1,2.22,153339,146002,20,False
1013,2025-07-08,25,0,0.0,148551,199003,70,False
1013,2025-08-13,6,1,2.22,167501,161844,77,False
1013,2025-08-14,41,2,4.44,156690,382844,7,False
1013,2025-08-12,18,1,2.22,166335,291387,90,True
1013,2025-08-13,14,0,0.0,155522,453646,23,False
1013,2025-08-02,35,1,2.22,163815,372919,3,False
1013,2025-07-17,22,0,0.0,148551,346038,68,False
1013,2025-08-17,40,0,0.0,158116,321883,53,False
1013,2025-07-11,9,1,2.22,146801,447220,60,False
1013,2025-07-13,21,0,0.0,145713,211435,37,False
1013,2025-07-11,35,2,4.44,152697,253484,86,False
1013,2025-07-31,29,1,2.22,165186,125711,26,False
1014,2025-06-09,64,2,0.92,87325,177603,80,False
1014,2025-06-08,87,1,0.46,90609,488518,69,False
1014,2025-06-15,150,1,0.46,91163,201968,33,False
1014,2025-05-28,72,0,0.0,82174,142291,2,True
1014,2025-05-31,48,2,0.92,86043,284384,80,False
1014,2025-06-09,14,1,0.46,92160,396063,67,False
1014,2025-06-15,82,2,0.92,93081,381063,77,False
1014,2025-06-14,13,1,0.46,86084,188791,58,False
1014,2025-06-15,133,0,0.0,87768,465735,82,False
1014,2025-06-14,196,2,0.92,86861,461447,12,False
1014,2025-06-01,189,2,0.92,95059,283887,42,False
1014,2025-06-10,147,3,1.38,89350,191649,21,False
1014,2025-06-09,71,2,0.92,83908,489570,15,False
1014,2025-06-16,178,1,0.46,82769,434971,96,False
1014,2025-06-03,125,4,1.84,83802,328634,11,False
1014,2025-06-03,96,4,1.84,91227,254692,58,False
1014,2025-05-26,49,0,0.0,90404,352100,65,False
1014,2025-06-02,166,3,1.38,95575,408307,53,False
1014,2025-06-10,214,6,2.76,85747,466389,92,True
1014,2025-06-04,28,1,0.46,83271,151913,56,True
1014,2025-06-03,61,0,0.0,95488,337113,68,False
1014,2025-06-15,168,4,1.84,81763,228467,40,False
1014,2025-06-10,176,3,1.38,79744,159778,9,False
1014,2025-05-28,34,1,0.46,83465,176361,37,False
1014,2025-06-09,170,6,2.76,79795,194876,19,False
1014,2025-06-13,181,3,1.38,88897,332930,65,False
1014,2025-06-08,33,1,0.46,95278,265582,26,False
1014,2025-06-14,95,0,0.0,87620,154330,1,False
1014,2025-05-29,64,2,0.92,80300,286633,52,False
1014,2025-05-30,149,2,0.92,93848,461719,21,False
1015,2025-06-16,3,0,0.0,20363,230970,25,False
1015,2025-06-04,16,0,0.0,20871,438089,49,False
1015,2025-06-20,7,0,0.0,19090,223030,95,False
1015,2025-06-16,0,0,0.0,18345,105039,33,True
1015,2025-06-07,17,0,0.0,19155,314176,74,False
1015,2025-06-10,15,0,0.0,21687,257221,18,False
1015,2025-06-20,12,1,5.88,19094,462441,64,False
1015,2025-06-12,13,1,5.88,18558,182409,80,False
1015,2025-06-07,5,0,0.0,20467,334864,59,False
1015,2025-06-22,4,0,0.0,18423,185178,84,False
1015,2025-06-04,10,0,0.0,21146,280903,35,False
1015,2025-06-13,10,0,0.0,21465,435377,97,False
1015,2025-06-07,10,1,5.88,18369,188835,85,False
1015,2025-06-12,10,1,5.88,18395,393851,78,False
1015,2025-06-16,2,1,5.88,18327,468760,0,False
1015,2025-06-17,15,0,0.0,18567,213499,20,False
1015,2025-06-13,2,0,0.0,21638,247026,34,False
1015,2025-06-09,0,1,5.88,22036,397242,55,False
1015,2025-06-19,12,0,0.0,19158,341503,4,False
1015,2025-06-09,9,0,0.0,20334,446918,79,False
1015,2025-06-20,8,1,5.88,20528,446658,38,False
1015,2025-06-13,4,1,5.88,21873,335595,86,False
1015,2025-06-21,8,0,0.0,20146,455926,12,False
1015,2025-06-25,14,1,5.88,18758,105520,84,False
1015,2025-06-21,5,1,5.88,20372,350144,29,True
1015,2025-06-06,10,1,5.88,21899,451181,9,False
1015,2025-06-23,3,1,5.88,20390,472251,10,False
1015,2025-06-24,14,1,5.88,19367,407086,27,False
1015,2025-06-18,10,0,0.0,19965,447424,61,False
1015,2025-06-18,2,1,5.88,19953,334473,64,False
1016,2025-05-26,528,10,0.89,142315,150940,2,False
1016,2025-05-27,415,9,0.8,148053,491192,53,False
1016,2025-05-25,631,0,0.0,154650,208117,79,False
1016,2025-05-26,946,6,0.53,154221,497650,18,False
1016,2025-05-25,428,14,1.25,154689,169300,45,False
1016,2025-05-26,657,18,1.6,148913,403297,95,True
1016,2025-05-25,517,11,0.98,145825,269831,35,False
1016,2025-05-27,115,0,0.0,170743,268017,65,False
1016,2025-05-25,334,3,0.27,171225,179698,2,False
1016,2025-05-25,39,2,0.18,162175,489763,59,False
1016,2025-05-25,618,10,0.89,166060,273311,48,False
1016,2025-05-25,670,1,0.09,164236,440686,47,True
1016,2025-05-25,249,9,0.8,164521,263244,61,False
1016,2025-05-27,484,11,0.98,163284,448742,91,False
1016,2025-05-26,219,5,0.45,163525,208944,15,False
1016,2025-05-25,898,20,1.78,160539,485827,100,False
1016,2025-05-27,937,11,0.98,154926,480172,10,False
1016,2025-05-25,615,7,0.62,158846,372769,93,False
1016,2025-05-25,649,11,0.98,163393,383983,80,False
1016,2025-05-26,395,2,0.18,165763,473393,61,False
1016,2025-05-25,383,13,1.16,161730,202638,66,False
1016,2025-05-27,60,0,0.0,156633,137019,20,False
1016,2025-05-27,922,3,0.27,165823,228585,52,False
1016,2025-05-26,387,6,0.53,170792,474743,83,False
1016,2025-05-25,339,11,0.98,144856,391207,0,False
1016,2025-05-27,533,5,0.45,153098,256255,34,False
1016,2025-05-25,827,23,2.05,166893,447823,5,False
1016,2025-05-25,365,10,0.89,156181,198046,28,False
1016,2025-05-25,76,1,0.09,143103,443303,74,False
1016,2025-05-26,892,5,0.45,143121,175403,42,False
1017,2025-06-24,206,7,1.28,278317,275458,2,False
1017,2025-06-07,124,1,0.18,265872,437468,28,False
1017,2025-05-31,449,9,1.65,252163,213711,82,False
1017,2025-06-10,539,4,0.73,279054,301604,50,False
1017,2025-06-24,112,1,0.18,283513,179768,13,True
1017,2025-05-31,188,1,0.18,264341,425329,86,False
1017,2025-06-12,342,8,1.46,279662,119288,53,False
1017,2025-06-13,63,2,0.37,277218,249134,75,True
1017,2025-06-10,92,1,0.18,245678,314127,32,False
1017,2025-06-14,42,2,0.37,290203,428821,19,False
1017,2025-05-31,155,1,0.18,266486,119404,65,False
1017,2025-06-17,437,9,1.65,284898,356875,39,False
1017,2025-06-08,7,0,0.0,267652,498237,80,False
1017,2025-06-24,438,15,2.74,282186,315558,79,False
1017,2025-06-18,238,7,1.28,255328,205686,87,False
1017,2025-06-16,72,2,0.37,255540,273860,80,False
